	code	id	name	type	ct	clid	superid	vi
7598	V72.19	5965	Hearing_Loss	dx	1057789	1498.0	239	7599
7599	005.0	5966	Gastrointestinal_Infection	dx	1699	2123.0	268	7600
7600	984.8	5967	Poisoning|Poisoning by other medications and drugs	dx	1909	1771.0	230	7601
7601	984.9	5968	Poisoning|Poisoning by other medications and drugs	dx	38234	1771.0	230	7602
7602	V72.11	5969	Hearing_Loss	dx	86076	1498.0	239	7603
7603	V72.12	5970	Hearing_Loss	dx	9912	1498.0	239	7604
7604	005.1	5971	Gastrointestinal_Infection	dx	709	2123.0	268	7605
7605	217.	5972	Benign_Breast_Neoplasm	dx	608091	2151.0	249	7606
7606	984.0	5973	Poisoning|Poisoning by other medications and drugs	dx	5794	1771.0	230	7607
7607	984.1	5974	Poisoning|Poisoning by other medications and drugs	dx	1104	1771.0	230	7608
7608	796.79	3068	Tuberculosis	dx	1829	1459.0	224	7609
7609	796.78	5977	Administrative/social admission|Factors influencing health care	dx	727	1659.0	226	7610
7610	185.	5978	Prostate_Cancer	dx	853355	2159.0	326	7611
7611	143.8	9337	Oro_Naso_Pharyngeal_Cancer	dx	307	1939.0	235	7612
7612	796.73	5980	Colorectal_Cancer	dx	3682	1521.0	305	7613
7613	796.72	5981	Colorectal_Cancer	dx	959	1521.0	305	7614
7614	796.71	5982	Colorectal_Cancer	dx	5637	1521.0	305	7615
7615	796.70	5983	Colorectal_Cancer	dx	2451	1521.0	305	7616
7616	796.77	5984	Administrative/social admission|Factors influencing health care	dx	424	1672.0	226	7617
7617	796.75	5986	Tuberculosis	dx	1413	1459.0	224	7618
7618	796.74	5987	Colorectal_Cancer	dx	1371	1521.0	305	7619
7619	795.39	5988	Tuberculosis	dx	22743	1459.0	224	7620
7620	446.29	5989	Vasculitis	dx	12382	1677.0	257	7621
7621	795.31	5991	Tuberculosis	dx	727	1459.0	224	7622
7622	446.21	3157	Vasculitis	dx	1262	1677.0	257	7623
7623	326.	5994	CNS_Infection	dx	2757	1353.0	258	7624
7624	V53.32	5995	Carditis	dx	102619	1970.0	236	7625
7625	V53.31	5996	Carditis	dx	206348	1970.0	236	7626
7626	952.03	5997	Non_Specific_Acquired_Musculoskeletal_Abnormality	dx	2078	1536.0	279	7627
7627	V53.39	5999	Carditis	dx	11746	1970.0	236	7628
7628	649.51	6000	Gestational_Pregnancy_Related_Disorder	dx	1737	2115.0	227	7629
7629	433.20	6001	Cerebrovascular_Disease	dx	38851	1604.0	272	7630
7630	433.21	6002	Cerebrovascular_Disease	dx	8115	1604.0	272	7631
7631	952.07	6005	Non_Specific_Acquired_Musculoskeletal_Abnormality	dx	149	1536.0	279	7632
7632	656.93	6007	Gestational_Pregnancy_Related_Disorder	dx	54627	2115.0	222	7633
7633	952.08	6008	Non_Specific_Acquired_Musculoskeletal_Abnormality	dx	1960	1536.0	279	7634
7634	820.12	16735	Fractures|Other fractures	dx	1316	1640.0	223	7635
7635	952.09	6009	Non_Specific_Acquired_Musculoskeletal_Abnormality	dx	1993	1536.0	279	7636
7636	635.02	6010	Gestational_Pregnancy_Related_Disorder	dx	350	2115.0	263	7637
7637	975.6	9348	Poisoning|Poisoning by other medications and drugs	dx	577	1768.0	230	7638
7638	635.00	6012	Gestational_Pregnancy_Related_Disorder	dx	2017	2115.0	263	7639
7639	635.01	6013	Gestational_Pregnancy_Related_Disorder	dx	355	2115.0	263	7640
7640	297.8	9865	Paranoia	dx	1847	2137.0	269	7641
7641	975.7	9349	Poisoning|Poisoning by other medications and drugs	dx	1203	1771.0	230	7642
7642	747.39	6015	Cardiac_Congenital_Anomaly	dx	5935	1712.0	278	7643
7643	411.89	6017	Non_Specified_Cardiac_Ischemia	dx	127063	2107.0	236	7644
7644	747.31	6018	Cardiac_Congenital_Anomaly	dx	8530	1712.0	278	7645
7645	747.32	6019	Cardiac_Congenital_Anomaly	dx	1343	1714.0	278	7646
7646	V31.00	12362	Liveborn	dx	25281	1383.0	313	7647
7647	456.8	6020	Varicose_Veins	dx	40694	1959.0	265	7648
7648	456.6	6021	Varicose_Veins	dx	5368	1958.0	265	7649
7649	456.4	6022	Varicose_Veins	dx	220275	1958.0	265	7650
7650	456.5	6023	Varicose_Veins	dx	6913	1958.0	265	7651
7651	456.3	6025	Varicose_Veins	dx	927	1959.0	265	7652
7652	456.0	6026	Esophageal_Disease	dx	20045	1996.0	300	7653
7653	358.8	12153	Myoneural_Disorders	dx	8455	1702.0	240	7654
7654	012.80	6033	Tuberculosis	dx	421	1459.0	224	7655
7655	526.9	6037	Jaw_Disease	dx	230917	1545.0	242	7656
7656	711.29	6038	Behcets_Syndrome	dx	235	1382.0	251	7657
7657	711.28	6039	Behcets_Syndrome	dx	160	1382.0	251	7658
7658	471.9	6040	Non_Specific_Nasal_Throat_Disorder	dx	167445	1584.0	282	7659
7659	471.8	6041	Non_Specific_Nasal_Throat_Disorder	dx	111904	1584.0	282	7660
7660	711.26	6045	Behcets_Syndrome	dx	260	1382.0	251	7661
7661	711.20	6047	Behcets_Syndrome	dx	470	1382.0	251	7662
7662	411.1	6050	Non_Specified_Cardiac_Ischemia	dx	974247	2107.0	236	7663
7663	411.0	6051	Myocardial_Infarction	dx	18249	1513.0	236	7664
7664	838.19	3580	Non_Specific_Joint_Disorder	dx	866	1859.0	245	7665
7665	445.89	3583	Atherosclerosis	dx	1607	1872.0	257	7666
7666	838.14	6056	Non_Specific_Joint_Disorder	dx	295	1860.0	245	7667
7667	838.16	6058	Non_Specific_Joint_Disorder	dx	601	1860.0	245	7668
7668	838.10	6059	Non_Specific_Joint_Disorder	dx	636	1859.0	245	7669
7669	838.11	6060	Non_Specific_Joint_Disorder	dx	469	1860.0	245	7670
7670	445.81	3610	Atherosclerosis	dx	637	1872.0	257	7671
7671	838.13	6062	Non_Specific_Joint_Disorder	dx	360	1859.0	245	7672
7672	255.13	6063	Bartters_Syndrome	dx	1620	1388.0	267	7673
7673	255.12	6064	Hyperaldosteronism	dx	1681	1590.0	267	7674
7674	255.11	6065	Glucocorticoid_Remediable_Aldosteronism	dx	625	2158.0	267	7675
7675	255.10	6066	Hyperaldosteronism	dx	17799	1590.0	267	7676
7676	255.14	6068	Hyperaldosteronism	dx	995	1590.0	267	7677
7677	410.62	6069	Myocardial_Infarction	dx	1207	1513.0	236	7678
7678	410.61	6070	Myocardial_Infarction	dx	5122	1513.0	236	7679
7679	410.60	6071	Myocardial_Infarction	dx	2413	1513.0	236	7680
7680	795.82	6073	Sleep_Disorder	dx	22373	2099.0	220	7681
7681	941.08	15058	Burns	dx	2621	2008.0	231	7682
7682	795.81	6075	Sleep_Disorder	dx	14230	2104.0	220	7683
7683	941.09	15059	Burns	dx	2178	2008.0	231	7684
7684	443.89	3704	Peripheral_Vascular_Disease	dx	141550	1705.0	257	7685
7685	443.81	6085	Peripheral_Vascular_Disease	dx	48161	1705.0	257	7686
7686	V10.61	6086	Non_Hodgkins_Lymphoma	dx	7395	1497.0	229	7687
7687	200.62	15287	Non_Hodgkins_Lymphoma	dx	230	1496.0	229	7688
7688	443.82	6087	Erythromelalgia	dx	2610	2028.0	257	7689
7689	645.23	6088	Gestational_Pregnancy_Related_Disorder	dx	7848	2115.0	227	7690
7690	645.21	6090	Gestational_Pregnancy_Related_Disorder	dx	5125	2115.0	227	7691
7691	645.20	6091	Gestational_Pregnancy_Related_Disorder	dx	3346	2115.0	227	7692
7692	236.2	6477	Female_Genital_Cancer	dx	73036	2014.0	276	7693
7693	V10.63	6094	Non_Hodgkins_Lymphoma	dx	713	1497.0	229	7694
7694	V10.62	6095	Non_Hodgkins_Lymphoma	dx	3501	1496.0	229	7695
7695	354.9	6097	Peripheral_Nerve_Disorder	dx	131371	1289.0	240	7696
7696	839.20	6098	Non_Specific_Joint_Disorder	dx	689962	1859.0	245	7697
7697	839.21	6099	Non_Specific_Joint_Disorder	dx	461741	1859.0	245	7698
7698	070.31	6100	Viral_Hepatitis_B	dx	5251	2080.0	248	7699
7699	532.31	6101	Gastrointestinal_Ulcer	dx	1499	2006.0	260	7700
7700	782.7	6102	General_Thrombocytopenia	dx	238331	1371.0	310	7701
7701	782.4	3864	Chronic_Liver_Disease	dx	383038	1398.0	321	7702
7702	995.55	6104	Other injuries and conditions due to external causes	dx	828	1951.0	241	7703
7703	782.2	3872	Non_Specific_Skin_Disorder	dx	1310620	1414.0	288	7704
7704	782.3	3875	Sleep_Disorder	dx	4051070	2095.0	220	7705
7705	782.0	3877	ill_defined_symptoms	dx	4185469	2142.0	240	7706
7706	782.1	6108	Non_Specific_Skin_Disorder	dx	5306857	1414.0	288	7707
7707	971.2	6110	Poisoning|Poisoning by other medications and drugs	dx	4821	1771.0	230	7708
7708	782.8	6111	Sleep_Disorder	dx	91660	2096.0	220	7709
7709	782.9	3905	Sleep_Disorder	dx	216650	2096.0	220	7710
7710	V01.4	6485	Immunizations and screening for infectious disease	dx	4750	1549.0	255	7711
7711	804.10	12167	Intracranial injury	dx	402	2061.0	233	7712
7712	523.00	6115	Non_Specific_Gingival_Peridontal_Disorder	dx	19114	1527.0	242	7713
7713	523.01	6116	Non_Specific_Gingival_Peridontal_Disorder	dx	8427	1527.0	242	7714
7714	522.7	6486	Non_Specific_Gingival_Peridontal_Disorder	dx	7603	1527.0	242	7715
7715	521.11	6118	Non_Specific_Dental_Disorder	dx	212	1546.0	242	7716
7716	521.10	6119	Non_Specific_Dental_Disorder	dx	589	1546.0	242	7717
7717	600.91	6125	Benign_Prostastic_Hyperplasia	dx	93254	1969.0	270	7718
7718	600.90	6126	Benign_Prostastic_Hyperplasia	dx	321620	1969.0	270	7719
7719	V01.7	6488	Immunizations and screening for infectious disease	dx	19061	1549.0	255	7720
7720	V01.0	6489	Immunizations and screening for infectious disease	dx	3190	1550.0	255	7721
7721	365.61	6132	Glaucoma	dx	1891	1435.0	221	7722
7722	V01.1	6490	Immunizations and screening for infectious disease	dx	151356	1550.0	255	7723
7723	228.04	6134	Hemangioma_Lymphangioma	dx	95334	1420.0	249	7724
7724	228.00	6136	Hemangioma_Lymphangioma	dx	286386	1420.0	249	7725
7725	228.01	6137	Hemangioma_Lymphangioma	dx	1129655	1420.0	249	7726
7726	228.02	6138	Hemangioma_Lymphangioma	dx	23981	1420.0	249	7727
7727	228.03	6139	Hemangioma_Lymphangioma	dx	2740	1420.0	249	7728
7728	228.09	6144	Hemangioma_Lymphangioma	dx	114926	1420.0	249	7729
7729	619.2	6145	Gestational_Pregnancy_Related_Disorder	dx	1192	2117.0	238	7730
7730	715.32	6146	Osteoarthritis	dx	15266	1613.0	225	7731
7731	715.33	6147	Osteoarthritis	dx	41962	1613.0	225	7732
7732	715.30	6148	Osteoarthritis	dx	29753	1613.0	225	7733
7733	715.31	6149	Osteoarthritis	dx	316680	1613.0	225	7734
7734	715.36	4037	Osteoarthritis	dx	1224333	1613.0	225	7735
7735	715.37	4040	Osteoarthritis	dx	179439	1613.0	225	7736
7736	715.34	6152	Osteoarthritis	dx	173559	1613.0	225	7737
7737	715.35	4051	Osteoarthritis	dx	413615	1613.0	225	7738
7738	715.38	6154	Osteoarthritis	dx	30537	1613.0	225	7739
7739	619.0	6155	Gestational_Pregnancy_Related_Disorder	dx	7219	2117.0	238	7740
7740	111.8	6156	Fungal_Infection	dx	25951	1644.0	293	7741
7741	111.9	6157	Fungal_Infection	dx	118762	1644.0	293	7742
7742	664.24	6158	Gestational_Pregnancy_Related_Disorder	dx	1582	2115.0	291	7743
7743	664.20	6160	Gestational_Pregnancy_Related_Disorder	dx	1146	2115.0	291	7744
7744	664.21	6161	Gestational_Pregnancy_Related_Disorder	dx	72316	2115.0	291	7745
7745	669.61	6162	Gestational_Pregnancy_Related_Disorder	dx	3450	2115.0	222	7746
7746	669.60	6163	Gestational_Pregnancy_Related_Disorder	dx	707	2115.0	222	7747
7747	853.11	6166	Intracranial injury	dx	190	2062.0	233	7748
7748	853.10	6167	Intracranial injury	dx	801	2062.0	233	7749
7749	V12.49	6168	Neural_history	dx	58007	2138.0	240	7750
7750	853.16	6169	Intracranial injury	dx	163	2063.0	233	7751
7751	872.02	13539	Open wounds|Open wounds of extremities	dx	11002	1477.0	243	7752
7752	V12.41	6173	Neural_history	dx	12886	2138.0	240	7753
7753	V12.40	6174	Neural_history	dx	5081	2138.0	240	7754
7754	529.3	7923	Tongue_Disease	dx	13864	2071.0	304	7755
7755	V12.42	6175	Neural_history	dx	7538	2138.0	240	7756
7756	385.09	6176	Tympanic_Membrane_Disorders	dx	309	1437.0	239	7757
7757	385.02	6178	Tympanic_Membrane_Disorders	dx	1254	1437.0	239	7758
7758	385.03	6179	Tympanic_Membrane_Disorders	dx	1261	1437.0	239	7759
7759	385.00	6180	Tympanic_Membrane_Disorders	dx	19707	1437.0	239	7760
7760	385.01	6181	Tympanic_Membrane_Disorders	dx	13437	1437.0	239	7761
7761	042.	6182	HIV	dx	199886	1902.0	248	7762
7762	641.30	6184	Gestational_Pregnancy_Related_Disorder	dx	497	2115.0	227	7763
7763	641.31	6185	Gestational_Pregnancy_Related_Disorder	dx	698	2115.0	227	7764
7764	641.33	6186	Gestational_Pregnancy_Related_Disorder	dx	2536	2115.0	227	7765
7765	V72.3	6195	Disease_of_the_Female_Reproductive_Organs	dx	2818384	2031.0	238	7766
7766	941.31	6196	Burns	dx	286	2008.0	231	7767
7767	736.41	6197	Non_Specific_Acquired_Musculoskeletal_Abnormality	dx	36187	1535.0	264	7768
7768	099.40	4356	STI	dx	36734	1839.0	224	7769
7769	099.41	4359	STI	dx	28089	1839.0	224	7770
7770	941.37	6202	Burns	dx	358	2008.0	231	7771
7771	941.36	5079	Burns	dx	240	2008.0	231	7772
7772	941.39	6204	Burns	dx	1009	2008.0	231	7773
7773	941.38	6205	Burns	dx	661	2008.0	231	7774
7774	V72.1	6207	Hearing_Loss	dx	149682	1498.0	239	7775
7775	591.	6209	Non_Specific_Urinary_Disorder	dx	946358	2023.0	237	7776
7776	852.11	6210	Intracranial injury	dx	253	2062.0	233	7777
7777	951.3	14938	Other injuries and conditions due to external causes	dx	625	1947.0	241	7778
7778	379.22	6518	Vitreous_Body_Disorder	dx	31127	2088.0	221	7779
7779	350.9	12181	Cranial_Nerve_Disorder	dx	13636	1987.0	240	7780
7780	295.80	6212	Schizophrenia_Related_Psychosis	dx	6367	1509.0	269	7781
7781	295.81	6213	Schizophrenia_Related_Psychosis	dx	135	1509.0	269	7782
7782	295.82	6214	Schizophrenia_Related_Psychosis	dx	926	1509.0	269	7783
7783	295.83	6215	Schizophrenia_Related_Psychosis	dx	225	1509.0	269	7784
7784	295.84	6216	Schizophrenia_Related_Psychosis	dx	572	1509.0	269	7785
7785	295.85	6217	Schizophrenia_Related_Psychosis	dx	134	1509.0	269	7786
7786	365.71	9376	Glaucoma	dx	94120	1435.0	221	7787
7787	924.10	12183	Superficial injury; contusion	dx	365160	1530.0	252	7788
7788	365.70	9377	Glaucoma	dx	44864	1435.0	221	7789
7789	014.86	6223	Tuberculosis	dx	439	1459.0	224	7790
7790	014.81	6224	Tuberculosis	dx	498	1459.0	224	7791
7791	014.80	6225	Tuberculosis	dx	468	1459.0	224	7792
7792	027.2	6228	General_Bacterial_Infection	dx	5936	1963.0	224	7793
7793	027.0	6229	General_Bacterial_Infection	dx	985	1963.0	224	7794
7794	027.1	6230	General_Bacterial_Infection	dx	431	1963.0	224	7795
7795	V88.11	6231	Sleep_Disorder	dx	653	2104.0	220	7796
7796	027.8	6232	General_Bacterial_Infection	dx	323	1964.0	224	7797
7797	V88.12	4626	Sleep_Disorder	dx	909	2104.0	220	7798
7798	365.74	9381	Glaucoma	dx	10327	1435.0	221	7799
7799	E87.08	6236	E Codes: Adverse effects of medical care	dx	500	1378.0	220	7800
7800	191.8	6237	Brain_Cancer	dx	20044	1845.0	235	7801
7801	191.9	6238	Brain_Cancer	dx	106221	1845.0	235	7802
7802	191.4	6239	Brain_Cancer	dx	5214	1845.0	235	7803
7803	191.5	6240	Brain_Cancer	dx	3500	1845.0	235	7804
7804	191.6	6241	Brain_Cancer	dx	10583	1845.0	235	7805
7805	191.7	6242	Brain_Cancer	dx	6535	1845.0	235	7806
7806	191.0	6243	Brain_Cancer	dx	26231	1845.0	235	7807
7807	191.1	6244	Brain_Cancer	dx	29262	1845.0	235	7808
7808	191.2	6245	Brain_Cancer	dx	16000	1845.0	235	7809
7809	191.3	6246	Brain_Cancer	dx	13633	1845.0	235	7810
7810	820.32	6247	Fractures|Other fractures	dx	1561	1640.0	223	7811
7811	718.59	6249	Non_Specific_Joint_Disorder	dx	2170	1859.0	225	7812
7812	718.58	6250	Non_Specific_Joint_Disorder	dx	3000	1859.0	225	7813
7813	718.57	6251	Non_Specific_Joint_Disorder	dx	16868	1859.0	225	7814
7814	718.56	6252	Non_Specific_Joint_Disorder	dx	63223	1859.0	225	7815
7815	718.55	6253	Non_Specific_Joint_Disorder	dx	5204	1859.0	225	7816
7816	718.54	6254	Non_Specific_Joint_Disorder	dx	6579	1859.0	225	7817
7817	718.53	6255	Non_Specific_Joint_Disorder	dx	2690	1859.0	225	7818
7818	718.52	6256	Non_Specific_Joint_Disorder	dx	3356	1859.0	225	7819
7819	718.51	6257	Non_Specific_Joint_Disorder	dx	19174	1859.0	225	7820
7820	718.50	6258	Non_Specific_Joint_Disorder	dx	7860	1859.0	225	7821
7821	301.11	6260	Personality_Disorder	dx	583	2109.0	325	7822
7822	301.10	6261	Personality_Disorder	dx	5713	2109.0	325	7823
7823	301.13	6262	Personality_Disorder	dx	28998	2109.0	325	7824
7824	301.12	6263	Personality_Disorder	dx	11571	2109.0	325	7825
7825	633.00	6264	Gestational_Pregnancy_Related_Disorder	dx	12151	2115.0	227	7826
7826	633.01	6265	Gestational_Pregnancy_Related_Disorder	dx	12776	2115.0	227	7827
7827	820.31	6266	Fractures|Other fractures	dx	6708	1640.0	223	7828
7828	371.00	15754	Corneal_Disorders	dx	218995	1778.0	221	7829
7829	V13.89	9391	Sleep_Disorder	dx	32047	2092.0	220	7830
7830	764.92	6506	Gestational_Pregnancy_Related_Disorder	dx	448	2115.0	277	7831
7831	764.93	6507	Gestational_Pregnancy_Related_Disorder	dx	1241	2115.0	277	7832
7832	265.1	2613	Vitamin_Deficiency	dx	12970	1614.0	301	7833
7833	349.9	6272	Unspecified_Encephalopathy	dx	65112	2049.0	240	7834
7834	734.	4879	Non_Specific_Acquired_Musculoskeletal_Abnormality	dx	282577	1535.0	264	7835
7835	203.82	4881	Multiple_Myeloma	dx	134	1458.0	229	7836
7836	349.2	4887	Unspecified_Encephalopathy	dx	22444	2050.0	240	7837
7837	V73.89	9394	Immunizations and screening for infectious disease	dx	545935	1563.0	255	7838
7838	863.30	6279	Crushing injury or internal injury	dx	1745	1439.0	232	7839
7839	863.31	6280	Crushing injury or internal injury	dx	331	1439.0	232	7840
7840	916.2	14186	Superficial injury; contusion	dx	11638	1530.0	252	7841
7841	261.	6285	Malnutrition	dx	40661	2065.0	301	7842
7842	863.39	6286	Crushing injury or internal injury	dx	921	1439.0	232	7843
7843	334.4	6290	Unspecified_Cerebellar_Disease	dx	3437	1716.0	271	7844
7844	184.4	4966	Female_Genital_Cancer	dx	15148	2014.0	320	7845
7845	V09.51	6292	Tuberculosis	dx	216	1460.0	224	7846
7846	334.1	4974	Hereditary_Spastic_Paraplegia	dx	5369	1315.0	271	7847
7847	184.3	4979	Female_Genital_Cancer	dx	296	2014.0	320	7848
7848	334.3	4981	Unspecified_Cerebellar_Disease	dx	25503	1716.0	271	7849
7849	334.2	4984	Unspecified_Cerebellar_Disease	dx	6331	1716.0	271	7850
7850	334.9	6297	Unspecified_Cerebellar_Disease	dx	4058	1716.0	271	7851
7851	334.8	6298	Spinocerebellar_Ataxia	dx	3538	2073.0	271	7852
7852	184.8	6299	Ovarian_Cancer	dx	1945	1868.0	320	7853
7853	184.9	6300	Ovarian_Cancer	dx	3368	1868.0	320	7854
7854	081.0	16743	Other_Infectious_Diseases	dx	728	2089.0	246	7855
7855	759.83	6302	Fragile_X_Syndrome	dx	4996	2074.0	228	7856
7856	759.82	6303	Marfan_Syndrome	dx	22001	1960.0	228	7857
7857	759.81	6304	Prader_Willi_Syndrome	dx	3633	1405.0	228	7858
7858	519.19	6305	Upper_Respiratory_Inflammation	dx	118626	2044.0	282	7859
7859	E89.02	9852	E Codes: Fire/burn	dx	968	1492.0	220	7860
7860	700.	6307	Corns_Callosites	dx	469023	2121.0	288	7861
7861	660.40	6308	Gestational_Pregnancy_Related_Disorder	dx	1037	2115.0	250	7862
7862	660.41	6309	Gestational_Pregnancy_Related_Disorder	dx	40297	2115.0	250	7863
7863	759.89	6310	Syndrome_with_Pervasive_Congenital_Anomalies	dx	52921	2113.0	228	7864
7864	519.11	5083	Non_Specific_Pulmonary_Disorder	dx	855515	1448.0	282	7865
7865	955.8	6312	Other injuries and conditions due to external causes	dx	2092	1952.0	241	7866
7866	955.9	6313	Other injuries and conditions due to external causes	dx	20707	1949.0	241	7867
7867	955.4	6314	Other injuries and conditions due to external causes	dx	862	1950.0	241	7868
7868	955.5	6315	Other injuries and conditions due to external causes	dx	3175	1952.0	241	7869
7869	955.6	6316	Other injuries and conditions due to external causes	dx	27274	1950.0	241	7870
7870	955.7	6317	Other injuries and conditions due to external causes	dx	4241	1950.0	241	7871
7871	955.0	6318	Other injuries and conditions due to external causes	dx	3146	1952.0	241	7872
7872	955.1	6319	Other injuries and conditions due to external causes	dx	12100	1949.0	241	7873
7873	955.2	6320	Other injuries and conditions due to external causes	dx	29772	1949.0	241	7874
7874	955.3	6321	Other injuries and conditions due to external causes	dx	17189	1949.0	241	7875
7875	E95.30	6322	Suicide and intentional self-inflicted injury	dx	941	1294.0	314	7876
7876	322.0	3789	Meningitis	dx	6306	1682.0	258	7877
7877	322.1	6324	Meningitis	dx	579	1682.0	258	7878
7878	E95.38	6325	Suicide and intentional self-inflicted injury	dx	211	1294.0	314	7879
7879	E95.39	6326	Suicide and intentional self-inflicted injury	dx	107	1294.0	314	7880
7880	322.2	6327	Meningitis	dx	2519	1681.0	258	7881
7881	314.01	9402	ADHD	dx	2062977	1480.0	322	7882
7882	744.49	6329	Congenital_Anomaly_of_Skull_Neck	dx	1731	1792.0	228	7883
7883	750.8	6334	Non_Specific_Digestive_Congenital_Anomaly	dx	1381	1722.0	303	7884
7884	744.41	5213	Congenital_Anomaly_of_Skull_Neck	dx	5870	1792.0	228	7885
7885	556.3	3793	Ulcerative_Colitis	dx	28347	1634.0	275	7886
7886	744.43	5216	Congenital_Anomaly_of_Skull_Neck	dx	939	1792.0	228	7887
7887	744.42	5219	Congenital_Anomaly_of_Skull_Neck	dx	18495	1792.0	228	7888
7888	750.3	6339	Non_Specific_Digestive_Congenital_Anomaly	dx	94195	1722.0	303	7889
7889	744.46	2889	Congenital_Anomaly_of_Skull_Neck	dx	5508	1792.0	228	7890
7890	813.32	1181	Fractures|Other fractures	dx	2753	1641.0	223	7891
7891	055.0	6354	Encephalitis	dx	202	1690.0	258	7892
7892	055.2	6356	Ear_Infection	dx	224	1657.0	239	7893
7893	055.9	6357	General_Viral_Infection	dx	3142	1993.0	248	7894
7894	055.8	6358	General_Viral_Infection	dx	191	1992.0	248	7895
7895	136.1	6359	Behcets_Syndrome	dx	7138	1382.0	246	7896
7896	V58.82	6501	Administrative/social admission|Factors influencing health care	dx	680149	1670.0	226	7897
7897	V62.29	6360	Administrative/social admission|Factors influencing health care	dx	14056	1674.0	226	7898
7898	136.0	6361	Other_Infectious_Diseases	dx	646	2089.0	246	7899
7899	375.01	6362	Non_Specific_Eye_Disorders	dx	2934	1719.0	221	7900
7900	375.00	5347	Lacrimal_System_Disorder	dx	7927	1656.0	221	7901
7901	375.03	5350	Lacrimal_System_Disorder	dx	2178	1656.0	221	7902
7902	375.02	6365	Lacrimal_System_Disorder	dx	1847	1656.0	221	7903
7903	765.18	6520	Gestational_Pregnancy_Related_Disorder	dx	75871	2116.0	277	7904
7904	806.24	16635	Non_Specific_Acquired_Musculoskeletal_Abnormality	dx	977	1536.0	279	7905
7905	E93.78	6368	E Codes: Adverse effects of medical drugs	dx	1138	2055.0	220	7906
7906	379.27	6521	Vitreous_Body_Disorder	dx	9012	2088.0	221	7907
7907	E93.79	6370	E Codes: Adverse effects of medical drugs	dx	1188	2058.0	220	7908
7908	911.8	14718	Superficial injury; contusion	dx	17612	1530.0	252	7909
7909	136.4	6371	Other_Infectious_Diseases	dx	334	2089.0	246	7910
